user,timestampUsec,time,authorbadge,text,purchaseAmount,type,video_id,Chat_No
。 sui,1549607390061174,1:23,,にゃん,,NORMALCHAT,_4XPafnk4aY,117
ぐでたま,1549607391031755,1:24,,初めて見にきたー,,NORMALCHAT,_4XPafnk4aY,118
mmbすず,1549607391460546,1:25,,ふむ,,NORMALCHAT,_4XPafnk4aY,119
あみの,1549607393828270,1:27,,みんながみんなお金持ちになりたいっす,,NORMALCHAT,_4XPafnk4aY,120
sayumi arai,1549607393894878,1:27,新規メンバー,ぬこさまこんにちは＾＾,,NORMALCHAT,_4XPafnk4aY,121
まうすまうす,1549607396345595,1:30,,こんにちは?初めまして,,NORMALCHAT,_4XPafnk4aY,122
ガルパ最高Leon,1549607400559847,1:34,,こんにちはー,,NORMALCHAT,_4XPafnk4aY,123
maro88,1549607402939978,1:36,,楽しみ?,,NORMALCHAT,_4XPafnk4aY,124
ryoちゃん,1549607403639855,1:37,,こんにちは?,,NORMALCHAT,_4XPafnk4aY,125
moriみゆきち,1549607404700723,1:38,,DAIGOandぬこ様,,NORMALCHAT,_4XPafnk4aY,126
りこぴん,1549607404749731,1:38,,ぬこさん,,NORMALCHAT,_4XPafnk4aY,127
ken inagaki,1549607407903019,1:41,新規メンバー,自由が大切,,NORMALCHAT,_4XPafnk4aY,128
mayu mayu,1549607414329850,1:47,,最近、師匠の動画を見てるからか 自分の表情が師匠に似てきた!,,NORMALCHAT,_4XPafnk4aY,129
ゆう,1549607414578047,1:48,,ぬこさん(;_;)??,,NORMALCHAT,_4XPafnk4aY,130
色即是空LiVE,1549607414656353,1:48,新規メンバー,こんにちは,,NORMALCHAT,_4XPafnk4aY,131
Manny Marnie,1549607416047532,1:49,,真剣に聞こう、観よう,,NORMALCHAT,_4XPafnk4aY,132
ちゃらあい,1549607416090096,1:49,,トリセツになるのいいですね,,NORMALCHAT,_4XPafnk4aY,133
-Sea otter-ラッコ,1549607420641577,1:54,,はぁ～癒し?,,NORMALCHAT,_4XPafnk4aY,134
ビビ,1549607425310507,1:58,,猫めっちゃかわいい,,NORMALCHAT,_4XPafnk4aY,135
mmbすず,1549607425778283,1:59,,周りが高級住宅地??,,NORMALCHAT,_4XPafnk4aY,136
。 sui,1549607426142221,1:59,,にゃん,,NORMALCHAT,_4XPafnk4aY,137
ぐでたま,1549607426396213,2:00,,ねこちゃん?,,NORMALCHAT,_4XPafnk4aY,138
とみーかーる,1549607426424328,2:00,,ぬこさん可愛い,,NORMALCHAT,_4XPafnk4aY,139
maro88,1549607428833313,2:02,,ぬこたん?カメラ見た,,NORMALCHAT,_4XPafnk4aY,140
Sonic Dragolgo,1549607430634802,2:04,,いつも楽しい配信ありがとう。,￡5.00,SUPERCHAT,_4XPafnk4aY,141
MYO,1549607442024020,2:15,,扉本棚の右上に猫が増えてる…,,NORMALCHAT,_4XPafnk4aY,142
Piyo-chan Piyo-chan,1549607442711932,2:16,,バスルームからこんにちは～ ハックション?,,NORMALCHAT,_4XPafnk4aY,143
tasivory,1549607449142221,2:22,,DaiGoさーーーん? いつも情報をありがとう！！ 日々の生活のスパイスになっています???,,NORMALCHAT,_4XPafnk4aY,144
Kyoko Fukuda,1549607449919949,2:23,新規メンバー,そうなのか。,,NORMALCHAT,_4XPafnk4aY,145
湯湯,1549607451212326,2:24,,ナイスパ,,NORMALCHAT,_4XPafnk4aY,146
まうすまうす,1549607453797203,2:27,,ニャンコ,,NORMALCHAT,_4XPafnk4aY,147
ゆう,1549607456449891,2:30,,始めてスマホから拝見してます( ；∀；)??,,NORMALCHAT,_4XPafnk4aY,148
-Sea otter-ラッコ,1549607458030100,2:31,,ナイスパ?,,NORMALCHAT,_4XPafnk4aY,149
あび,1549607467042035,2:40,,ぬこさま～,,NORMALCHAT,_4XPafnk4aY,150
にゃあちゃん,1549607467494746,2:41,,"かわいい( ´,,?ω?,,`)?",,NORMALCHAT,_4XPafnk4aY,151
ちゃらあい,1549607470200755,2:43,,そんな人と会う機会ないかもー笑,,NORMALCHAT,_4XPafnk4aY,152
OoO Miho,1549607471492136,2:45,,ポンド,,NORMALCHAT,_4XPafnk4aY,153
もっちゃれらきゃっと,1549607489782297,3:03,,ぬこ様たちは首輪しないんですね,,NORMALCHAT,_4XPafnk4aY,154
maro88,1549607489901141,3:03,,ぬこちゃま?,,NORMALCHAT,_4XPafnk4aY,155
Kyoko Fukuda,1549607489965643,3:03,新規メンバー,税金でオタオタしない人？,,NORMALCHAT,_4XPafnk4aY,156
apple hakase,1549607493507600,3:07,,ぬこ様が気になって話が入ってこないw,,NORMALCHAT,_4XPafnk4aY,157
kabutou wine,1549607494363871,3:08,,ビッグファイブどんなだろう,,NORMALCHAT,_4XPafnk4aY,158
まうすまうす,1549607497284890,3:11,,ニャンコかわいい,,NORMALCHAT,_4XPafnk4aY,159
N J,1549607498837586,3:12,,国際的(*^_^*)????,,NORMALCHAT,_4XPafnk4aY,160
Piyo-chan Piyo-chan,1549607498860007,3:12,,うん。そこそこ,,NORMALCHAT,_4XPafnk4aY,161
N,1549607499002220,3:12,メンバー（1 か月）,おいくらまんえんや？,,NORMALCHAT,_4XPafnk4aY,162
maro88,1549607499006932,3:12,,きゃわいぃぃぃーー???,,NORMALCHAT,_4XPafnk4aY,163
とみーかーる,1549607501490917,3:15,,可愛い,,NORMALCHAT,_4XPafnk4aY,164
Maya,1549607502008591,3:15,新規メンバー,しっぽの付け根が好きなのかな？,,NORMALCHAT,_4XPafnk4aY,165
"ひろみつ,hiromitsu",1549607504846705,3:18,,タイミングいいね,,NORMALCHAT,_4XPafnk4aY,166
ken inagaki,1549607505178843,3:19,新規メンバー,健康と自由と普通に旅行に行けるていどで満足,,NORMALCHAT,_4XPafnk4aY,167
ハゲ,1549607505815977,3:19,,ぬこおおお,,NORMALCHAT,_4XPafnk4aY,168
鶯生光治,1549607507155471,3:20,,DAIGOさんがTVに出てくださって僕は良かったです。DAIGOさんを知ったし、好きになれたからです。,,NORMALCHAT,_4XPafnk4aY,169
sea,1549607509035771,3:22,,かわいい?,,NORMALCHAT,_4XPafnk4aY,170
アインシュタイン,1549607509098127,3:22,,親を見返すためにいい大学に行きたいんだが勉強がうまくいかん！,,NORMALCHAT,_4XPafnk4aY,171
ちゃらあい,1549607511064066,3:24,,甘えとる～,,NORMALCHAT,_4XPafnk4aY,172
タケmm,1549607511678062,3:25,,知識という資産が欲しくて,,NORMALCHAT,_4XPafnk4aY,173
我楽多,1549607512651390,3:26,,猫で話止まると話入ってこなくなる,,NORMALCHAT,_4XPafnk4aY,174
-Sea otter-ラッコ,1549607517368816,3:31,,本で顔をかくw,,NORMALCHAT,_4XPafnk4aY,175
OoO Miho,1549607518718962,3:32,,もぞもぞしてる??,,NORMALCHAT,_4XPafnk4aY,176
wakana,1549607522142590,3:35,,ぬこさま~,,NORMALCHAT,_4XPafnk4aY,177
sayumi arai,1549607523021248,3:36,新規メンバー,かわいい??,,NORMALCHAT,_4XPafnk4aY,178
heath FOX,1549607526780602,3:40,,ぬこ様 かわいい,,NORMALCHAT,_4XPafnk4aY,179
ゆう,1549607529265841,3:42,,daigoさんの図書室良いな(*´ω｀*)?,,NORMALCHAT,_4XPafnk4aY,180
池田,1549607529279459,3:42,,気になります,,NORMALCHAT,_4XPafnk4aY,181
ぐ～たらママのＧＡＭＥチャンネル,1549607533188375,3:46,,性格かえないといけないのか…,,NORMALCHAT,_4XPafnk4aY,182
kenotani,1549607533686919,3:47,,エロい手つき,,NORMALCHAT,_4XPafnk4aY,183
wakana,1549607540063719,3:53,,可愛い?,,NORMALCHAT,_4XPafnk4aY,184
ハゲ,1549607543806763,3:57,,もふもふしたい?,,NORMALCHAT,_4XPafnk4aY,185
heath FOX,1549607545355802,3:58,,マキャベリズム？,,NORMALCHAT,_4XPafnk4aY,186
kabutou wine,1549607545361085,3:58,,良い4つ悪い2つ,,NORMALCHAT,_4XPafnk4aY,187
タケmm,1549607547490664,4:01,,ぬこ様は幸福の資産,,NORMALCHAT,_4XPafnk4aY,188
ペニョペニョ,1549607548562250,4:02,新規メンバー,えっ???もう戻ってきたの？,,NORMALCHAT,_4XPafnk4aY,189
ゆう,1549607556368473,4:10,,可愛い( ；∀；)??,,NORMALCHAT,_4XPafnk4aY,190
mi k,1549607558866372,4:12,,あら,,NORMALCHAT,_4XPafnk4aY,191
ちゃらあい,1549607565264176,4:19,,そんな気がする,,NORMALCHAT,_4XPafnk4aY,192
まうすまうす,1549607566252660,4:20,,なるほどー,,NORMALCHAT,_4XPafnk4aY,193
shinya jp.,1549607566291928,4:20,,その時点で無理だ。。。,,NORMALCHAT,_4XPafnk4aY,194
heath FOX,1549607573968955,4:27,,好奇心は猫をも殺す,,NORMALCHAT,_4XPafnk4aY,195
ichi GS430,1549607579187446,4:32,,ダイゴさんのおかげで幸せへの考え方が変わった,,NORMALCHAT,_4XPafnk4aY,196
OoO Miho,1549607584278111,4:38,,今のところ当てはまってるかな？,,NORMALCHAT,_4XPafnk4aY,197
ゆう,1549607586384587,4:40,,内向的だ( ；∀；)??,,NORMALCHAT,_4XPafnk4aY,198
好きぴ大臣りるるり,1549607588962109,4:42,,おお,,NORMALCHAT,_4XPafnk4aY,199
Kyoko Fukuda,1549607592682090,4:46,新規メンバー,人見知り。,,NORMALCHAT,_4XPafnk4aY,200
kenotani,1549607592963404,4:46,,１個目で終わるとか笑うだろ,,NORMALCHAT,_4XPafnk4aY,201
kabutou wine,1549607594038629,4:47,,外向性、開放性、勤勉性が高く、,,NORMALCHAT,_4XPafnk4aY,202
-Sea otter-ラッコ,1549607597535803,4:51,,人見知りはするのよねー,,NORMALCHAT,_4XPafnk4aY,203
OoO Miho,1549607597777557,4:51,,あ、それだわ,,NORMALCHAT,_4XPafnk4aY,204
バヤリースター,1549607602916179,4:56,,真逆やん,,NORMALCHAT,_4XPafnk4aY,205
バヤリースター,1549607607093319,5:00,,自分と,,NORMALCHAT,_4XPafnk4aY,206
ちゃらあい,1549607607209039,5:00,,いまのとこゼロ笑,,NORMALCHAT,_4XPafnk4aY,207
mi k,1549607610288996,5:03,,ＨSＰ何で無理かな,,NORMALCHAT,_4XPafnk4aY,208
Luis .E,1549607611601263,5:05,,最強じゃん,,NORMALCHAT,_4XPafnk4aY,209
ボクは愚かである,1549607613385286,5:07,,ブレなくて貪欲か,,NORMALCHAT,_4XPafnk4aY,210
apple hakase,1549607613669049,5:07,,今はぬこ様見て録画でもう一回聴く,,NORMALCHAT,_4XPafnk4aY,211
まうすまうす,1549607614483208,5:08,,メンタルかー,,NORMALCHAT,_4XPafnk4aY,212
maro88,1549607619920501,5:13,,おー！,,NORMALCHAT,_4XPafnk4aY,213
Turkish ice キメハラの刃批評動画公開中!,1549607621220015,5:14,,メンタルがァ,,NORMALCHAT,_4XPafnk4aY,214
kabutou wine,1549607624669279,5:18,,神経的傾向が低い,,NORMALCHAT,_4XPafnk4aY,215
Piyo-chan Piyo-chan,1549607627654564,5:21,,当てはまり過ぎ,,NORMALCHAT,_4XPafnk4aY,216
OoO Miho,1549607629024038,5:22,,性格だけ金持ちな,,NORMALCHAT,_4XPafnk4aY,217
"ひろみつ,hiromitsu",1549607630095582,5:23,,感情の安定な。,,NORMALCHAT,_4XPafnk4aY,218
shinya jp.,1549607632028835,5:25,,全部当てはまりません(-_-;),,NORMALCHAT,_4XPafnk4aY,219
にゃあちゃん,1549607632733545,5:26,,ぬこ様????,,NORMALCHAT,_4XPafnk4aY,220
北野もゆん,1549607633363180,5:27,,今の所俺でもわかる,,NORMALCHAT,_4XPafnk4aY,221
M. Araki.,1549607637798907,5:31,,自己中,,NORMALCHAT,_4XPafnk4aY,222
ペニョペニョ,1549607639063972,5:32,新規メンバー,えっ???どうゆう魔法使ったの？,,NORMALCHAT,_4XPafnk4aY,223
さすけ,1549607639502192,5:33,,発狂癖があるとダメですね,,NORMALCHAT,_4XPafnk4aY,224
とだっち,1549607642564032,5:36,,3つ当てはまった,,NORMALCHAT,_4XPafnk4aY,225
lingo Duo,1549607643791963,5:37,新規メンバー,あー,,NORMALCHAT,_4XPafnk4aY,226
mmbすず,1549607644144667,5:37,,あーわいや,,NORMALCHAT,_4XPafnk4aY,227
ロビなお,1549607644158827,5:37,,勉強のやる気はどのように起こせば良いのでしょうか？？,,NORMALCHAT,_4XPafnk4aY,228
maro88,1549607646962707,5:40,,たしかに,,NORMALCHAT,_4XPafnk4aY,229
OoO Miho,1549607647572126,5:41,,子供の頃めっちゃわがままだったわ,,NORMALCHAT,_4XPafnk4aY,230
eco Hoshino,1549607650400038,5:44,,やえちゃん??ねこさ?ん,,NORMALCHAT,_4XPafnk4aY,231
Tちゃん,1549607650856662,5:44,,どっちだろう,,NORMALCHAT,_4XPafnk4aY,232
Yuna U,1549607653388745,5:47,,初めてライブ見れた！,,NORMALCHAT,_4XPafnk4aY,233
N,1549607657300475,5:50,メンバー（1 か月）,今日の姿勢は、猫っぽいですなあ、ぬこさま。,,NORMALCHAT,_4XPafnk4aY,234
M. Araki.,1549607659719279,5:53,,自分に正直に生きる力が高いのかな,,NORMALCHAT,_4XPafnk4aY,235
maro88,1549607660183722,5:53,,変わってる人好き,,NORMALCHAT,_4XPafnk4aY,236
"ひろみつ,hiromitsu",1549607663033619,5:56,,教え込まれた協調性,,NORMALCHAT,_4XPafnk4aY,237
Turkish ice キメハラの刃批評動画公開中!,1549607663451679,5:57,,やったね,,NORMALCHAT,_4XPafnk4aY,238
とだっち,1549607666857704,6:00,,わがままかな？,,NORMALCHAT,_4XPafnk4aY,239
ゆう,1549607668101099,6:01,,コツコツして人見知りだけど、家族の闘病と親族争いでズタズタ( ；∀；)??,,NORMALCHAT,_4XPafnk4aY,240
mmbすず,1549607668466923,6:02,,こりゃ将来金持ちやな????わい,,NORMALCHAT,_4XPafnk4aY,241
好きぴ大臣りるるり,1549607668849150,6:02,,わたし協調性ないわ,,NORMALCHAT,_4XPafnk4aY,242
アインシュタイン,1549607669855218,6:03,,ジョブズを超えたいです,,NORMALCHAT,_4XPafnk4aY,243
Piyo-chan Piyo-chan,1549607670116853,6:03,,わーがま～まは～?,,NORMALCHAT,_4XPafnk4aY,244
経営者陽葵,1549607673994510,6:07,,俺じゃん。。。,,NORMALCHAT,_4XPafnk4aY,245
。 sui,1549607675217838,6:08,,確かに協調性低いわ,,NORMALCHAT,_4XPafnk4aY,246
こへへい,1549607678871599,6:12,,隠れ,,NORMALCHAT,_4XPafnk4aY,247
OoO Miho,1549607679212773,6:13,,自分磨き大好き,,NORMALCHAT,_4XPafnk4aY,248
カケシバ,1549607680474388,6:14,,悪いとこだけ当てはまる,,NORMALCHAT,_4XPafnk4aY,249
lingo Duo,1549607681144475,6:14,新規メンバー,あー,,NORMALCHAT,_4XPafnk4aY,250
まうすまうす,1549607682519718,6:16,,優しさも欲しい,,NORMALCHAT,_4XPafnk4aY,251
中村友一,1549607685650757,6:19,,協調性なくて、能力あればいいけど能力もなかったら、ただの役立たず…,,NORMALCHAT,_4XPafnk4aY,252
-Sea otter-ラッコ,1549607688200869,6:21,,起業する人は上から指図されるの嫌いそう,,NORMALCHAT,_4XPafnk4aY,253
eco Hoshino,1549607689814300,6:23,,やえちゃん??ねこさ?ん?大好き???,,NORMALCHAT,_4XPafnk4aY,254
kabutou wine,1549607690300838,6:24,,協調性が低い、いいナルシスト,,NORMALCHAT,_4XPafnk4aY,255
あび,1549607691508705,6:25,,誠実性が高いとモテもする上に金持ちだと！？,,NORMALCHAT,_4XPafnk4aY,256
とだっち,1549607692809536,6:26,,ナルシストではない,,NORMALCHAT,_4XPafnk4aY,257
ichi GS430,1549607693115905,6:26,,自分に嘘をつくのが1番マズイんですよね,,NORMALCHAT,_4XPafnk4aY,258
mmbすず,1549607693698518,6:27,,わい努力する,,NORMALCHAT,_4XPafnk4aY,259
ハゲ,1549607694881171,6:28,,ぬこおおお,,NORMALCHAT,_4XPafnk4aY,260
ゆう,1549607702588230,6:36,,疲れた??,,NORMALCHAT,_4XPafnk4aY,261
Piyo-chan Piyo-chan,1549607708725128,6:42,,楽しいナルシストです,,NORMALCHAT,_4XPafnk4aY,262
mmbすず,1549607710541476,6:44,,群れるの大嫌い,,NORMALCHAT,_4XPafnk4aY,263
N,1549607710939064,6:44,メンバー（1 か月）,ナルナルに成ればよい？,,NORMALCHAT,_4XPafnk4aY,264
ちゃらあい,1549607712916818,6:46,,ほーう,,NORMALCHAT,_4XPafnk4aY,265
wakana,1549607713806815,6:47,,喉渇かないですか？,,NORMALCHAT,_4XPafnk4aY,266
バヤリースター,1549607715078262,6:48,,自分を磨こう,,NORMALCHAT,_4XPafnk4aY,267
Porin,1549607715459938,6:49,,ぬこさま??,,NORMALCHAT,_4XPafnk4aY,268
中村友一,1549607716681777,6:50,,たまにスマホ触るのは何してるの？,,NORMALCHAT,_4XPafnk4aY,269
もっちゃれらきゃっと,1549607718347592,6:52,,ぬこ様イケメン,,NORMALCHAT,_4XPafnk4aY,270
maro88,1549607723449472,6:57,,やはり,,NORMALCHAT,_4XPafnk4aY,271
eco Hoshino,1549607724027130,6:57,,やえちゃん??ねこさ?ん ハンサム大好き???,,NORMALCHAT,_4XPafnk4aY,272
池田真子,1549607724492308,6:58,,感情の安定以外当てはまりそう。,,NORMALCHAT,_4XPafnk4aY,273
kenotani,1549607724615454,6:58,,打率３割か,,NORMALCHAT,_4XPafnk4aY,274
風間雷太,1549607726083760,6:59,,ぬこさまかわいい,,NORMALCHAT,_4XPafnk4aY,275
みれい,1549607726900806,7:00,,こんにちは～,,NORMALCHAT,_4XPafnk4aY,276
ゆう,1549607727564128,7:01,,ぬこさん、癒される( ；∀；)??,,NORMALCHAT,_4XPafnk4aY,277
Luis .E,1549607728962629,7:02,,聴く限りでその人格の人最強,,NORMALCHAT,_4XPafnk4aY,278
"ひろみつ,hiromitsu",1549607742520038,7:16,,生放送,,NORMALCHAT,_4XPafnk4aY,279
atsumi,1549607746159441,7:19,,ぬこ様あまえんぼ,,NORMALCHAT,_4XPafnk4aY,280
ちゃらあい,1549607748231832,7:21,,にゃー,,NORMALCHAT,_4XPafnk4aY,281
Piyo-chan Piyo-chan,1549607748320295,7:22,,100%マッチングぅ～?,,NORMALCHAT,_4XPafnk4aY,282
RRRay *,1549607748480916,7:22,,ニャーン♪(/ω＼*),,NORMALCHAT,_4XPafnk4aY,283
ゆYUう,1549607750342899,7:24,新規メンバー,? ♪ hello ♪ ?,,NORMALCHAT,_4XPafnk4aY,284
カケシバ,1549607751670269,7:25,,起業したいです,,NORMALCHAT,_4XPafnk4aY,285
ペニョペニョ,1549607751818911,7:25,新規メンバー,自分の事信頼してるけど、嫌いなところにもある。,,NORMALCHAT,_4XPafnk4aY,286
まうすまうす,1549607752126218,7:25,,ストレスはないのか,,NORMALCHAT,_4XPafnk4aY,287
-Sea otter-ラッコ,1549607753646780,7:27,,にゃー,,NORMALCHAT,_4XPafnk4aY,288
heath FOX,1549607756596764,7:30,,Meaw,,NORMALCHAT,_4XPafnk4aY,289
mi k,1549607757298606,7:30,,ぬこちゃん,,NORMALCHAT,_4XPafnk4aY,290
ゆう,1549607758087392,7:31,,猫と暮らしたいな( ；∀；)??,,NORMALCHAT,_4XPafnk4aY,291
田中さん,1549607758437631,7:32,,ねこさん…(*≧з≦),,NORMALCHAT,_4XPafnk4aY,292
OoO Miho,1549607759316302,7:32,,あ、30半ばで会社経営しようと思ってた,,NORMALCHAT,_4XPafnk4aY,293
maro88,1549607760492814,7:34,,企業って凄い?,,NORMALCHAT,_4XPafnk4aY,294
wakana,1549607761928286,7:35,,ぬこさま盛ですか？,,NORMALCHAT,_4XPafnk4aY,295
wink click,1549607762104337,7:35,,ぬこさん、目がめっちゃ綺麗,,NORMALCHAT,_4XPafnk4aY,296
TOMO S,1549607763922232,7:37,,お金持ちは周りの人には影響されないのかしら(????*?)ｵﾖ?,,NORMALCHAT,_4XPafnk4aY,297
。 sui,1549607769665021,7:43,,ぬこさまかわいい,,NORMALCHAT,_4XPafnk4aY,298
ken inagaki,1549607771349815,7:45,新規メンバー,外交交友か,,NORMALCHAT,_4XPafnk4aY,299
高瀬電,1549607773951360,7:47,,ぬこさま！,,NORMALCHAT,_4XPafnk4aY,300
中村友一,1549607775334137,7:49,,そもそもお金持ちに、なってやりたいことがないから普通でいいや……,,NORMALCHAT,_4XPafnk4aY,301
Tちゃん,1549607776534241,7:50,,メンタルが．．．1番ムズイ,,NORMALCHAT,_4XPafnk4aY,302
ただの高校生,1549607776709003,7:50,,草,,NORMALCHAT,_4XPafnk4aY,303
みれい,1549607786689666,8:00,,美しい座り姿?,,NORMALCHAT,_4XPafnk4aY,304
Luis .E,1549607787691127,8:01,,ぬこ様の収まり具合かわいい,,NORMALCHAT,_4XPafnk4aY,305
まうすまうす,1549607790377504,8:04,,女性に優しい人じゃない？,,NORMALCHAT,_4XPafnk4aY,306
lingo Duo,1549607790708700,8:04,新規メンバー,あー,,NORMALCHAT,_4XPafnk4aY,307
N,1549607791113100,8:04,メンバー（1 か月）,かわいゆい、にゃおを聞いてしまった！至福?,,NORMALCHAT,_4XPafnk4aY,308
OoO Miho,1549607792266742,8:06,,職人さんやね,,NORMALCHAT,_4XPafnk4aY,309
apple hakase,1549607793025293,8:06,,飼ってた猫に激似?,,NORMALCHAT,_4XPafnk4aY,310
バヤリースター,1549607793271260,8:06,,年収いくらあれば幸せに暮らせるかな,,NORMALCHAT,_4XPafnk4aY,311
ゆYUう,1549607793648475,8:07,新規メンバー,? nya nya ?,,NORMALCHAT,_4XPafnk4aY,312
maro88,1549607793685337,8:07,,ぬこさんとDaiGoさん?目がとても綺麗?????,,NORMALCHAT,_4XPafnk4aY,313
c satomi,1549607798861080,8:12,,だいごさん,,NORMALCHAT,_4XPafnk4aY,314
Lukas,1549607798900090,8:12,,Hallo,,NORMALCHAT,_4XPafnk4aY,315
ちゃらあい,1549607800158060,8:13,,職人気質,,NORMALCHAT,_4XPafnk4aY,316
ミルクミルク,1549607802000694,8:15,,ぬこさん、幸せそうですね,,NORMALCHAT,_4XPafnk4aY,317
RRRay *,1549607803189488,8:16,,もっとカメラ目線ちょうだい??,,NORMALCHAT,_4XPafnk4aY,318
キセキ,1549607807754777,8:21,,毛並み素晴らしいすぎます,,NORMALCHAT,_4XPafnk4aY,319
。 sui,1549607811597505,8:25,,ぬこ様配信,,NORMALCHAT,_4XPafnk4aY,320
maro88,1549607812380957,8:26,,????,,NORMALCHAT,_4XPafnk4aY,321
高瀬電,1549607812439861,8:26,,ぬこさんになりたい,,NORMALCHAT,_4XPafnk4aY,322
c satomi,1549607812598225,8:26,,小説も読みますか？,,NORMALCHAT,_4XPafnk4aY,323
MYO,1549607813698897,8:27,,すげーw,,NORMALCHAT,_4XPafnk4aY,324
竹内亜美,1549607814284886,8:28,,はじめましてー,,NORMALCHAT,_4XPafnk4aY,325
cu 5,1549607817016121,8:30,,猫ちゃんめちゃめちゃ目綺麗,,NORMALCHAT,_4XPafnk4aY,326
Tちゃん,1549607817177320,8:30,,じゃーんぷ?,,NORMALCHAT,_4XPafnk4aY,327
ちゃらあい,1549607818113383,8:31,,はい、じゃんぷー,,NORMALCHAT,_4XPafnk4aY,328
-Sea otter-ラッコ,1549607819025133,8:32,,わー,,NORMALCHAT,_4XPafnk4aY,329
Colorful,1549607819901507,8:33,,ぬこ様が可愛いすぎる?萌える?,,NORMALCHAT,_4XPafnk4aY,330
Luis .E,1549607820762805,8:34,,超性格分析やりましょう皆様,,NORMALCHAT,_4XPafnk4aY,331
ken inagaki,1549607821855746,8:35,新規メンバー,テレビでも講義出来ますね、^_^,,NORMALCHAT,_4XPafnk4aY,332
Piyo-chan Piyo-chan,1549607823706203,8:37,,じゃんぷ?,,NORMALCHAT,_4XPafnk4aY,333
maro88,1549607826283575,8:39,,だねー???,,NORMALCHAT,_4XPafnk4aY,334
ゆYUう,1549607826589413,8:40,新規メンバー,? nyan nyan ?,,NORMALCHAT,_4XPafnk4aY,335
ゆう,1549607827102682,8:40,,体壊してから働けない?ぬこさん、可愛い( ；∀；)??,,NORMALCHAT,_4XPafnk4aY,336
ミツル,1549607827210861,8:40,,ジャンプ！,,NORMALCHAT,_4XPafnk4aY,337
Kyoko Fukuda,1549607828947564,8:42,新規メンバー,ジャンプ！,,NORMALCHAT,_4XPafnk4aY,338
。 sui,1549607828968331,8:42,,かわいい,,NORMALCHAT,_4XPafnk4aY,339
わたしくん,1549607830248151,8:43,,居酒屋で愚痴らない人達 ＝ お金持ち,,NORMALCHAT,_4XPafnk4aY,340
とみーかーる,1549607830298593,8:43,,かわいい,,NORMALCHAT,_4XPafnk4aY,341
あび,1549607830685015,8:44,,かぁわいぃいいい,,NORMALCHAT,_4XPafnk4aY,342
mmbすず,1549607830731687,8:44,,わいやな?,,NORMALCHAT,_4XPafnk4aY,343
好きぴ大臣りるるり,1549607832269995,8:45,,かわえええ,,NORMALCHAT,_4XPafnk4aY,344
みっちー,1549607832365629,8:46,,ニャー,,NORMALCHAT,_4XPafnk4aY,345
ちーぼう,1549607832953995,8:46,,ぬこさん癒されますね,,NORMALCHAT,_4XPafnk4aY,346
"ひろみつ,hiromitsu",1549607834278587,8:48,,自由でいいですね,,NORMALCHAT,_4XPafnk4aY,347
みれい,1549607834779502,8:48,,癒される??,,NORMALCHAT,_4XPafnk4aY,348
ichi GS430,1549607836251849,8:50,,何年前になるのかな、日本を救うのはオタクって話しを聞いた,,NORMALCHAT,_4XPafnk4aY,349
eco Hoshino,1549607836684318,8:50,,やえちゃん??ねこさ?ん ポロにゃ?ん?大好き???,,NORMALCHAT,_4XPafnk4aY,350
hikarikageto,1549607837115756,8:50,,ひょっこりはん,,NORMALCHAT,_4XPafnk4aY,351
ペニョペニョ,1549607838297876,8:52,新規メンバー,今日は沢山だいごさん見れる,,NORMALCHAT,_4XPafnk4aY,352
mi k,1549607839170223,8:52,,猫みたいになりたかったー,,NORMALCHAT,_4XPafnk4aY,353
中村友一,1549607839237879,8:53,,猫好きの男は犬好きより女にモテそう,,NORMALCHAT,_4XPafnk4aY,354
こへへい,1549607839246664,8:53,,足場の裏に足がある,,NORMALCHAT,_4XPafnk4aY,355
キセキ,1549607840329205,8:54,,よく喋る猫ちゃん?,,NORMALCHAT,_4XPafnk4aY,356
BunimimiBunnyバニみみバニー,1549607841059159,8:54,新規メンバー,アリガタキ,,NORMALCHAT,_4XPafnk4aY,357
Maya,1549607841533342,8:55,新規メンバー,ありがとうございます?,,NORMALCHAT,_4XPafnk4aY,358
Porin,1549607842290191,8:55,,めちゃ可愛い?,,NORMALCHAT,_4XPafnk4aY,359
heath FOX,1549607842369251,8:56,,ぬこ様がみてる,,NORMALCHAT,_4XPafnk4aY,360
みれい,1549607842816829,8:56,,ありがとうございます！,,NORMALCHAT,_4XPafnk4aY,361
とだっち,1549607844087864,8:57,,かわいい,,NORMALCHAT,_4XPafnk4aY,362
Tちゃん,1549607844676813,8:58,,天使ですね,,NORMALCHAT,_4XPafnk4aY,363
悠乃ゆう,1549607845179597,8:58,,かわいい♪,,NORMALCHAT,_4XPafnk4aY,364
アインシュタイン,1549607845191509,8:58,,成功者は過去に何か辛いことがありますか？,,NORMALCHAT,_4XPafnk4aY,365
lingo Duo,1549607845967915,8:59,新規メンバー,かわいい?,,NORMALCHAT,_4XPafnk4aY,366
かにたま,1549607846113196,8:59,,はじめてライブ見れた,,NORMALCHAT,_4XPafnk4aY,367
c satomi,1549607846278619,9:00,,みんななりたい,,NORMALCHAT,_4XPafnk4aY,368
好きぴ大臣りるるり,1549607847404151,9:01,,かわえええ発狂,,NORMALCHAT,_4XPafnk4aY,369
ronron,1549607852380751,9:05,,はぁ??かわいいぬこさん,,NORMALCHAT,_4XPafnk4aY,370
